,incident_num,date_time,day_of_week,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address_dir_intersecting,address_road_intersecting,address_sfx_intersecting,call_type,disposition,beat,priority,address_number_primary_str,Address,lat,lng,zipcode,Zipcodes
29239,E23010031319,2023-01-23 05:41:12,2,0,,324J3,,,,,1021,K,-1,3,,"324J3 San Diego, California",32.715738,-117.1610838,United States,92101
29240,E23010031320,2023-01-23 05:41:28,2,400,W,BROADWAY,,,,,417,DUP,525,0,400,"400 W BROADWAY San Diego, California",32.715992,-117.16679,3504,92101
29241,E23010031321,2023-01-23 05:41:28,2,4000,,39TH,ST,,,,5150V,K,838,1,4000,"4000 39TH ST San Diego, California",32.7497395,-117.1106581,92105,92116
29242,E23010031322,2023-01-23 05:41:50,2,500,,ROSEMONT,ST,,,,459A,U,124,2,500,"500 ROSEMONT ST San Diego, California",32.827942,-117.275284,6145,92037
29243,E23010031323,2023-01-23 05:42:19,2,4000,,MURPHY CANYON,RD,,,,1186,K,313,3,4000,"4000 MURPHY CANYON RD San Diego, California",32.8189739,-117.1168298,4407,92123
29244,E23010031324,2023-01-23 05:42:45,2,400,W,BROADWAY,,,,,911,DUP,524,1,400,"400 W BROADWAY San Diego, California",32.715992,-117.16679,3504,92101
29245,E23010031325,2023-01-23 05:44:05,2,500,W,BROADWAY,,,,,911,DUP,524,1,500,"500 W BROADWAY San Diego, California",32.715999,-117.1677964,3506,92101
29246,E23010031326,2023-01-23 05:45:32,2,6300,,IMPERIAL,AVE,,,,CW,DUP,452,1,6300,"6300 IMPERIAL AVE San Diego, California",32.7100685,-117.0623821,92114,92114
29247,E23010031327,2023-01-23 05:48:37,2,6900,,AMHERST,ST,,,,586,R,821,2,6900,"6900 AMHERST ST San Diego, California",32.7675985,-117.0492387,3032,92115
29248,E23010031328,2023-01-23 05:49:36,2,4500,,IMPERIAL,AVE,,,,10852C,K,441,2,4500,"4500 IMPERIAL AVE San Diego, California",32.704471,-117.09774,1922,92113
29249,E23010031329,2023-01-23 05:50:36,2,6700,,UNIVERSITY,AVE,,,,1185,CAN,841,3,6700,"6700 UNIVERSITY AVE San Diego, California",32.755493,-117.0527542,5800,92115
29250,E23010031330,2023-01-23 05:50:57,2,8900,,VILLA LA JOLLA,DR,,,,5150,K,124,2,8900,"8900 VILLA LA JOLLA DR San Diego, California",32.8703033,-117.2339394,92037,92037
29251,E23010031331,2023-01-23 05:51:48,2,4100,,IBIS,ST,,,,415,CAN,626,2,4100,"4100 IBIS ST San Diego, California",32.751821,-117.1732482,1326,92103
29252,E23010031332,2023-01-23 05:52:43,2,6700,,UNIVERSITY,AVE,,,,1185,O,841,3,6700,"6700 UNIVERSITY AVE San Diego, California",32.755493,-117.0527542,5800,92115
29253,E23010031333,2023-01-23 05:54:09,2,4600,,CAJON,WAY,,,,AU1171,W,326,1,4600,"4600 CAJON WAY San Diego, California",32.760716,-117.0768271,3610,92115
29254,E23010031334,2023-01-23 05:58:42,2,1500,,IMPERIAL,AVE,,,,1186,O,521,3,1500,"1500 IMPERIAL AVE San Diego, California",32.706299,-117.1503657,92101,92113
29255,E23010031335,2023-01-23 05:59:03,2,5400,,LA JOLLA,BLV,,,,1153,R,124,2,5400,"5400 LA JOLLA BLV San Diego, California",32.8109589,-117.2670948,92037,92037
29256,E23010031336,2023-01-23 06:00:02,2,8800,,VILLA LA JOLLA,DR,,,,415,K,124,2,8800,"8800 VILLA LA JOLLA DR San Diego, California",32.8686168,-117.2340388,92037,92037
29257,E23010031337,2023-01-23 06:02:45,2,100,,06TH,AVE,,,,SELENF,K,521,3,100,"100 06TH AVE San Diego, California",32.7069634,-117.1592414,7002,92101
29258,E23010031338,2023-01-23 06:02:49,2,7900,,LINDA VISTA,RD,,,,INFO,K,111,2,7900,"7900 LINDA VISTA RD San Diego, California",32.8061178,-117.1553912,92111,92111
29259,E23010031339,2023-01-23 06:05:28,2,7400,,OLIVETAS,AVE,,,,10852R,R,124,9,7400,"7400 OLIVETAS AVE San Diego, California",32.8372537,-117.2791906,92037,92037
29260,E23010031340,2023-01-23 06:06:52,2,0,,CAMINO DEL SUR,,,STATE ROUTE 56 WB,,HZRD,K,936,1,,"CAMINO DEL SUR San Diego, California",32.9761376,-117.1460474,United States,92129
29261,E23010031341,2023-01-23 06:09:56,2,1300,,COLUMBIA,ST,,,,11-8,K,524,0,1300,"1300 COLUMBIA ST San Diego, California",32.7189251,-117.1675443,3436,92101
29262,E23010031342,2023-01-23 06:10:29,2,4100,,43RD,ST,,,,INFO,W,832,2,4100,"4100 43RD ST San Diego, California",32.7514371,-117.1019911,92105,92105
29263,E23010031343,2023-01-23 06:10:51,2,3900,,KEARNY MESA,RD,,,,SELENF,K,313,3,3900,"3900 KEARNY MESA RD San Diego, California",32.8140988,-117.1515968,3728,92111
29264,E23010031344,2023-01-23 06:12:30,2,3900,,KEARNY MESA,RD,,,,SELENF,K,313,3,3900,"3900 KEARNY MESA RD San Diego, California",32.8140988,-117.1515968,3728,92111
29265,E23010031345,2023-01-23 06:14:07,2,2900,,MIDWAY,DR,,,,415,CAN,611,2,2900,"2900 MIDWAY DR San Diego, California",32.7497135,-117.2044769,92110,92110
29266,E23010031348,2023-01-23 06:19:17,2,2400,,SAN DIEGO,AVE,,,,SELENF,DUP,625,3,2400,"2400 SAN DIEGO AVE San Diego, California",32.751335,-117.193359,2836,92110
29267,E23010031349,2023-01-23 06:19:42,2,2300,,ABBOTT,ST,,,,1186,DUP,614,3,2300,"2300 ABBOTT ST San Diego, California",32.7541774,-117.2474059,1303,92107
29268,E23010031350,2023-01-23 06:20:33,2,2400,,SAN DIEGO,AVE,,,,SELENF,O,625,3,2400,"2400 SAN DIEGO AVE San Diego, California",32.751335,-117.193359,2836,92110
29269,E23010031351,2023-01-23 06:20:46,2,2300,,ABBOTT,ST,,,,1186,O,614,3,2300,"2300 ABBOTT ST San Diego, California",32.7541774,-117.2474059,1303,92107
29270,E23010031352,2023-01-23 06:21:01,2,9500,,TOWNE CENTRE,DR,,,,459A,U,115,3,9500,"9500 TOWNE CENTRE DR San Diego, California",32.8793027,-117.2078755,1991,92039
29271,E23010031353,2023-01-23 06:22:21,2,3400,,SANTO,RD,,,,911,K,312,1,3400,"3400 SANTO RD San Diego, California",32.8058265,-117.1054018,3343,92124
29272,E23010031354,2023-01-23 06:23:05,2,4900,,MARKET,ST,,,,459R,R,445,3,4900,"4900 MARKET ST San Diego, California",32.7103938,-117.0892541,92102,92102
29273,E23010031355,2023-01-23 06:23:33,2,0,,11TH,AVE,,B,,1181,R,524,0,,"11TH AVE San Diego, California",32.7123997,-117.1546742,United States,92101
29274,E23010031356,2023-01-23 06:26:45,2,7200,,CONVOY,CT,,,,SELENF,K,313,3,7200,"7200 CONVOY CT San Diego, California",32.8346867,-117.1627308,92111,92111
29275,E23010031357,2023-01-23 06:27:35,2,4200,,EASTGATE,MAL,,,,MTG,O,115,4,4200,"4200 EASTGATE MAL San Diego, California",32.8770425,-117.2162268,92037,92037
29276,E23010031358,2023-01-23 06:28:04,2,900,,STATE,ST,,,,11-6,CAN,522,1,900,"900 STATE ST San Diego, California",32.7146575,-117.1665056,92101,92101
29277,E23010031359,2023-01-23 06:28:16,2,1000,,25TH,ST,,,,415V,K,517,1,1000,"1000 25TH ST San Diego, California",32.715825,-117.1402802,92102,92134
29278,E23010031360,2023-01-23 06:29:33,2,7300,,CLAIREMONT MESA,BLV,,,,459A,K,313,3,7300,"7300 CLAIREMONT MESA BLV San Diego, California",32.8333842,-117.1612834,92111,92111
29279,E23010031361,2023-01-23 06:29:40,2,1700,,GATEWAY,DR,,,,FU,K,837,2,1700,"1700 GATEWAY DR San Diego, California",32.7232396,-117.1076275,5102,92105
29280,E23010031362,2023-01-23 06:30:31,2,1100,,MORENA,BLV,,,,CW,K,622,1,1100,"1100 MORENA BLV San Diego, California",32.7680233,-117.2009572,92110,92110
29281,E23010031363,2023-01-23 06:30:54,2,7500,,HAZARD CENTER,DR,,,,1186,O,315,3,7500,"7500 HAZARD CENTER DR San Diego, California",32.770646,-117.1595831,92108,92018
29282,E23010031364,2023-01-23 06:31:24,2,1200,,IMPERIAL,AVE,,,,911P,CAN,541,2,1200,"1200 IMPERIAL AVE San Diego, California",32.7062869,-117.1534368,92101,92101
29283,E23010031365,2023-01-23 06:33:54,2,1200,,IMPERIAL,AVE,,,,1130,CAN,541,1,1200,"1200 IMPERIAL AVE San Diego, California",32.7062869,-117.1534368,92101,92101
29284,E23010031366,2023-01-23 06:34:24,2,12500,,PACATO NORTH,CIR,,,,FOUND,O,234,4,12500,"12500 PACATO NORTH CIR San Diego, California",33.0228817,-117.0585141,2348,92128
29285,E23010031367,2023-01-23 06:34:37,2,12700,,SORRENTO VALLEY,RD,,,,SELENF,K,932,3,12700,"12700 SORRENTO VALLEY RD San Diego, California",32.9304737,-117.2417029,92121,92014
29286,E23010031368,2023-01-23 06:36:04,2,7500,,HAZARD CENTER,DR,,,,SELENF,O,315,3,7500,"7500 HAZARD CENTER DR San Diego, California",32.770646,-117.1595831,92108,92018
29287,E23010031369,2023-01-23 06:36:37,2,5900,,LINDA VISTA,RD,,,,1149,K,622,2,5900,"5900 LINDA VISTA RD San Diego, California",32.7703525,-117.1883489,92110,92110
29288,E23010031370,2023-01-23 06:39:51,2,0,,GALVIN,AVE,,BLACK MOUNTAIN,,FOOT,K,242,3,,"GALVIN AVE San Diego, California",32.9204174,-117.1219982,92126,92126
29289,E23010031372,2023-01-23 06:41:28,2,300,S,MEADOWBROOK,DR,,,,10851R,S,437,2,300,"300 S MEADOWBROOK DR San Diego, California",32.6998301,-117.0297392,92114,92114
29290,E23010031373,2023-01-23 06:41:55,2,2600,,MAGNOLIA,AVE,,,,5150,W,122,2,2600,"2600 MAGNOLIA AVE San Diego, California",32.8037295,-117.2224604,92109,92109
29291,E23010031374,2023-01-23 06:44:53,2,4300,,FLORIDA,ST,,,,415W,K,624,0,4300,"4300 FLORIDA ST San Diego, California",32.7553698,-117.1437795,92103,92104
29292,E23010031375,2023-01-23 06:45:13,2,7800,,CLAIREMONT MESA,BLV,,,,415,K,313,2,7800,"7800 CLAIREMONT MESA BLV San Diego, California",32.8328227,-117.1532182,92111,92133
29293,E23010031376,2023-01-23 06:45:53,2,4300,,ALVARADO CANYON,RD,,,,10851R,R,321,2,4300,"4300 ALVARADO CANYON RD San Diego, California",32.7802432,-117.1011561,92120,92116
29294,E23010031377,2023-01-23 06:47:30,2,300,,EUCLID,AVE,,,,PLATE,R,446,2,300,"300 EUCLID AVE San Diego, California",32.7080911,-117.0850827,92114,92102
29295,E23010031378,2023-01-23 06:48:49,2,1400,,F,ST,,,,1185,O,521,3,1400,"1400 F ST San Diego, California",32.7136618,-117.1519603,6621,92101
29296,E23010031379,2023-01-23 06:50:46,2,1000,,25TH,ST,,,,911,CAN,517,1,1000,"1000 25TH ST San Diego, California",32.715825,-117.1402802,92102,92134
29297,E23010031380,2023-01-23 06:51:41,2,500,,G,ST,,,,1151,O,523,2,500,"500 G ST San Diego, California",32.7125731,-117.1601578,92101,92101
29298,E23010031381,2023-01-23 06:53:35,2,900,,OPAL,ST,,,,586,O,122,4,900,"900 OPAL ST San Diego, California",32.806587,-117.2566341,92109,92109
29299,E23010031382,2023-01-23 06:53:36,2,0,,03RD,AVE,,BEECH,,415,K,526,2,,"03RD AVE San Diego, California",32.7334763,-117.162148,United States,92103
29300,E23010031383,2023-01-23 06:55:19,2,7500,,HAZARD CENTER,DR,,,,SELENF,K,315,3,7500,"7500 HAZARD CENTER DR San Diego, California",32.770646,-117.1595831,92108,92018
29301,E23010031384,2023-01-23 06:56:22,2,11800,,BERNARDO,TER,,,,586,K,234,4,11800,"11800 BERNARDO TER San Diego, California",33.0273628,-117.0764294,92128,92128
29302,E23010031385,2023-01-23 06:57:55,2,3500,,04TH,AVE,,,,211A,U,627,1,3500,"3500 04TH AVE San Diego, California",32.741873,-117.1615789,92103,92103
29303,E23010031386,2023-01-23 06:58:28,2,2100,,BACON,ST,,,,415,K,614,2,2100,"2100 BACON ST San Diego, California",32.7502277,-117.2481686,2153,92107
29304,E23010031387,2023-01-23 06:59:41,2,7500,,HAZARD CENTER,DR,,,,SELENF,O,315,3,7500,"7500 HAZARD CENTER DR San Diego, California",32.770646,-117.1595831,92108,92018
29305,E23010031388,2023-01-23 07:00:27,2,100,,PARK,BLV,,,,SELENF,K,541,3,100,"100 PARK BLV San Diego, California",32.7070275,-117.1548988,92101,92101
29306,E23010031389,2023-01-23 07:00:59,2,0,,GARNET,AVE,,PENDLETON,,CW,K,122,1,,"GARNET AVE San Diego, California",32.8011136,-117.2348311,United States,92109
29307,E23010031390,2023-01-23 07:04:34,2,1400,,BROADWAY,,,,,1186,K,521,3,1400,"1400 BROADWAY San Diego, California",32.7159732,-117.151728,92101,92101
29308,E23010031391,2023-01-23 07:05:19,2,5200,,GAINES,ST,,,,FU,K,622,2,5200,"5200 GAINES ST San Diego, California",32.7650082,-117.1950692,92110,92110
29309,E23010031392,2023-01-23 07:05:21,2,0,,OLNEY,ST,,BALBOA,,11-8,O,122,0,,"OLNEY ST San Diego, California",32.8022028,-117.2298558,92109,92109
29310,E23010031393,2023-01-23 07:06:33,2,5100,,SARATOGA,AVE,,,,SLEEPER,K,614,3,5100,"5100 SARATOGA AVE San Diego, California",32.7496359,-117.251356,92107,92107
29311,E23010031394,2023-01-23 07:08:50,2,5000,,GENESEE,AVE,,,,T,K,114,2,5000,"5000 GENESEE AVE San Diego, California",32.8364546,-117.1957604,92117,92117
29312,E23010031395,2023-01-23 07:09:20,2,0,,KALMIA,ST,,SAN MARCOS,,HZRD,K,812,1,,"KALMIA ST San Diego, California",32.7306721,-117.1234721,92104,92104
29313,E23010031396,2023-01-23 07:10:20,2,1100,,09TH,AVE,,,,SELENF,K,524,3,1100,"1100 09TH AVE San Diego, California",32.716818,-117.1565425,92101,92101
29314,E23010031397,2023-01-23 07:10:31,2,3700,,WITHERBY,ST,,,,FOOT,O,611,3,3700,"3700 WITHERBY ST San Diego, California",32.7452132,-117.1929623,92110,92110
29315,E23010031398,2023-01-23 07:10:56,2,5900,,UNIVERSITY,AVE,,,,911,CAN,823,1,5900,"5900 UNIVERSITY AVE San Diego, California",32.750251,-117.070386,92115,92115
29316,E23010031399,2023-01-23 07:12:15,2,4400,,MENTONE,ST,,,,586,O,613,4,4400,"4400 MENTONE ST San Diego, California",32.7509312,-117.2320668,92107,92107
29317,E23010031400,2023-01-23 07:12:34,2,1000,,SILVERADO,ST,,,,459R,R,124,3,1000,"1000 SILVERADO ST San Diego, California",32.8450971,-117.2739857,92037,92037
29318,E23010031401,2023-01-23 07:12:39,2,1900,,FERN,ST,,,,211R,A,518,3,1900,"1900 FERN ST San Diego, California",32.725464,-117.1292326,1118,92102
29319,E23010031402,2023-01-23 07:12:45,2,5200,,MISSION CENTER,RD,,,,SELENF,O,315,3,5200,"5200 MISSION CENTER RD San Diego, California",32.770685,-117.1549315,92108,92108
29320,E23010031403,2023-01-23 07:12:51,2,8900,,CLAIREMONT MESA,BLV,,,,COURT,,313,4,8900,"8900 CLAIREMONT MESA BLV San Diego, California",32.8324048,-117.1368394,1102,92123
29321,E23010031404,2023-01-23 07:13:50,2,0,EB,8,,,FAIRMOUNT,,T,K,321,2,,"EB 8 San Diego, California",32.7287215,-117.1575535,92101,92101
29322,E23010031405,2023-01-23 07:16:54,2,500,S,30TH,ST,,,,FU,K,512,2,500,"500 S 30TH ST San Diego, California",32.7011891,-117.1295067,92113,92113
29323,E23010031406,2023-01-23 07:17:55,2,9200,,HILLERY,DR,,,,SELENF,K,242,3,9200,"9200 HILLERY DR San Diego, California",32.913103,-117.1269925,2836,92126
29324,E23010031407,2023-01-23 07:18:18,2,0,,35TH,ST,,UNIVERSITY,,415,K,838,2,,"35TH ST San Diego, California",32.7591721,-117.1179165,United States,92116
29325,E23010031408,2023-01-23 07:19:10,2,1800,,SMYTHE,AVE,,,,10851,R,712,0,1800,"1800 SMYTHE AVE San Diego, California",32.5637024,-117.0493875,92173,92173
29326,E23010031409,2023-01-23 07:19:16,2,3500,,ORANGE,AVE,,,,T,K,838,2,3500,"3500 ORANGE AVE San Diego, California",32.7533096,-117.1179758,92104,92104
29327,E23010031410,2023-01-23 07:20:58,2,1400,,IMPERIAL,AVE,,,,CCCC,W,521,4,1400,"1400 IMPERIAL AVE San Diego, California",32.7065586,-117.1515229,92101,92113
29328,E23010031411,2023-01-23 07:21:37,2,3300,,LA JOLLA VILLAGE,DR,,,,1185,O,124,3,3300,"3300 LA JOLLA VILLAGE DR San Diego, California",32.8720711,-117.2321514,92161,92161
29329,E23010031412,2023-01-23 07:22:38,2,0,,EL CAMINO REAL AT EB 56,,,,,1188,K,-1,2,,"EL CAMINO REAL AT EB 56 San Diego, California",32.8048403,-117.2141198,United States,92140
29330,E23010031413,2023-01-23 07:24:06,2,1100,,UNION,ST,,,,COURT,,524,4,1100,"1100 UNION ST San Diego, California",32.7171107,-117.1659896,3809,92101
29331,E23010031414,2023-01-23 07:24:35,2,9400,,MIRA MESA,BLV,,,,415,K,242,2,9400,"9400 MIRA MESA BLV San Diego, California",32.917513,-117.1226607,4846,92126
29332,E23010031415,2023-01-23 07:25:06,2,0,,POWAY,RD,,INTERSTATE 15 NB,,1183,K,231,0,,"POWAY RD San Diego, California",32.9564905,-117.0387317,United States,92064
29333,E23010031416,2023-01-23 07:25:12,2,1900,,CABLE,ST,,,,415,K,614,2,1900,"1900 CABLE ST San Diego, California",32.7458014,-117.2493203,2808,92017
29334,E23010031417,2023-01-23 07:25:44,2,2300,,PALM (SB),AVE,,,,T,K,724,2,2300,"2300 PALM (SB) AVE San Diego, California",32.5659757,-117.066729,92173,92173
29335,E23010031418,2023-01-23 07:25:49,2,900,,DESTY,ST,,,,10851R,R,724,2,900,"900 DESTY ST San Diego, California",32.5808889,-117.0774931,92154,92154
29336,E23010031419,2023-01-23 07:26:06,2,5100,,SANTO,RD,,,,DC-S,W,312,2,5100,"5100 SANTO RD San Diego, California",32.8258174,-117.1040309,92124,92124
29337,E23010031420,2023-01-23 07:27:42,2,10,,29TH,ST,,,,SELENF,K,512,3,10,"10 29TH ST San Diego, California",32.7058661,-117.132085,92102,92113
29338,E23010031421,2023-01-23 07:28:24,2,16000,,BABCOCK,ST,,,,586,K,937,2,16000,"16000 BABCOCK ST San Diego, California",33.0183972,-117.131843,92127,92127
29339,E23010031422,2023-01-23 07:28:47,2,4400,,ALVARADO CANYON,RD,,,,SELENF,K,321,3,4400,"4400 ALVARADO CANYON RD San Diego, California",32.7800025,-117.100041,92120,92120
29340,E23010031423,2023-01-23 07:29:06,2,400,,EUCLID,AVE,,,,911P,CAN,446,2,400,"400 EUCLID AVE San Diego, California",32.7091588,-117.0850962,92114,92105
29341,E23010031424,2023-01-23 07:29:44,2,1400,,WASHINGTON,PL,,,,SELENF,K,626,3,1400,"1400 WASHINGTON PL San Diego, California",32.7498652,-117.1759459,92103,92103
29342,E23010031425,2023-01-23 07:29:46,2,4400,,ALVARADO CANYON,RD,,,,SELENF,A,321,3,4400,"4400 ALVARADO CANYON RD San Diego, California",32.7800025,-117.100041,92120,92120
29343,E23010031426,2023-01-23 07:30:03,2,1100,,UNION,ST,,,,COURT,,524,4,1100,"1100 UNION ST San Diego, California",32.7171107,-117.1659896,3809,92101
29344,E23010031427,2023-01-23 07:30:49,2,4200,,EASTGATE,MAL,,,,INFO,K,115,2,4200,"4200 EASTGATE MAL San Diego, California",32.8770425,-117.2162268,92037,92037
29345,E23010031428,2023-01-23 07:31:15,2,1400,,HOLLISTER,ST,,,,1186,O,722,3,1400,"1400 HOLLISTER ST San Diego, California",32.5712469,-117.0843656,92154,92154
29346,E23010031429,2023-01-23 07:31:24,2,7100,,CARROLL,RD,,,,HZRD,K,931,1,7100,"7100 CARROLL RD San Diego, California",32.8856376,-117.1690005,92121,92121
29347,E23010031430,2023-01-23 07:31:26,2,4400,,ALVARADO CANYON,RD,,,,SELENF,K,321,3,4400,"4400 ALVARADO CANYON RD San Diego, California",32.7800025,-117.100041,92120,92120
29348,E23010031431,2023-01-23 07:32:18,2,0,,05TH,AVE,,QUINCE,,SELENF,O,529,3,,"05TH AVE San Diego, California",32.7313918,-117.1602848,United States,92101
29349,E23010031432,2023-01-23 07:32:22,2,5100,,SANTO,RD,,,,FU,R,312,2,5100,"5100 SANTO RD San Diego, California",32.8258174,-117.1040309,92124,92124
29350,E23010031433,2023-01-23 07:32:50,2,6000,,WENRICH,DR,,,,459A,U,323,2,6000,"6000 WENRICH DR San Diego, California",32.7864523,-117.066035,3717,92120
29351,E23010031434,2023-01-23 07:33:46,2,4400,,ALVARADO CANYON,RD,,,,SELENF,O,321,3,4400,"4400 ALVARADO CANYON RD San Diego, California",32.7800025,-117.100041,92120,92120
29352,E23010031435,2023-01-23 07:34:52,2,0,,INGRAHAM,ST,,FELSPAR,,602,K,122,2,,"INGRAHAM ST San Diego, California",32.7842107,-117.2363331,92109,92109
29353,E23010031436,2023-01-23 07:35:59,2,0,,14TH,ST,,J,,5150,R,521,2,,"14TH ST San Diego, California",32.7110276,-117.1519048,92101,92101
29354,E23010031437,2023-01-23 07:36:01,2,2600,,CASEY,ST,,,,FOOT,K,437,3,2600,"2600 CASEY ST San Diego, California",32.6809276,-117.0389517,92139,92139
29355,E23010031438,2023-01-23 07:36:02,2,4800,,SARATOGA,AVE,,,,586,O,614,2,4800,"4800 SARATOGA AVE San Diego, California",32.7464469,-117.2461625,92107,92107
29356,E23010031439,2023-01-23 07:36:03,2,1900,,CABLE,ST,,,,SLEEPER,K,614,3,1900,"1900 CABLE ST San Diego, California",32.7458014,-117.2493203,2808,92017
29357,E23010031440,2023-01-23 07:36:25,2,9800,,MARCONI,DR,,,,586,R,713,2,9800,"9800 MARCONI DR San Diego, California",32.5543875,-116.9349081,92154,92154
29358,E23010031441,2023-01-23 07:37:35,2,400,,EUCLID,AVE,,,,1153,R,445,2,400,"400 EUCLID AVE San Diego, California",32.7091588,-117.0850962,92114,92105
29359,E23010031442,2023-01-23 07:37:44,2,6900,,EL CAJON,BLV,,,,20002,R,821,1,6900,"6900 EL CAJON BLV San Diego, California",32.7689746,-117.0492858,1738,92115
29360,E23010031443,2023-01-23 07:38:04,2,200,,C,ST,,,,1186,K,524,3,200,"200 C ST San Diego, California",32.7169272,-117.1629174,92101,92101
29361,E23010031444,2023-01-23 07:38:22,2,2100,,HOTEL CIRCLE SOUTH,,,,,FU,O,623,2,2100,"2100 HOTEL CIRCLE SOUTH San Diego, California",32.7593296,-117.179314,92108,92103
29362,E23010031445,2023-01-23 07:38:25,2,0,,16TH,ST,,ISLAND,,415,K,521,2,,"16TH ST San Diego, California",32.7124618,-117.149461,92101,92101
29363,E23010031446,2023-01-23 07:39:27,2,3900,,BERINO,CT,,,,AU23103,W,115,2,3900,"3900 BERINO CT San Diego, California",32.8637817,-117.2222146,92122,92122
29364,E23010031447,2023-01-23 07:40:53,2,1300,,LA PALMA,ST,,,,586,O,122,2,1300,"1300 LA PALMA ST San Diego, California",32.7919891,-117.2442988,92109,92109
29365,E23010031448,2023-01-23 07:42:19,2,5000,,SANTA MONICA,AVE,,,,SELENF,O,614,3,5000,"5000 SANTA MONICA AVE San Diego, California",32.7477266,-117.2503311,92107,92017
29366,E23010031449,2023-01-23 07:43:06,2,15000,,AVENUE OF SCIENCE,,,,,459A,K,232,3,15000,"15000 AVENUE OF SCIENCE San Diego, California",32.9880235,-117.0798652,92128,92128
29367,E23010031450,2023-01-23 07:43:54,2,2000,,COMMERCIAL,ST,,,,SELENF,K,512,3,2000,"2000 COMMERCIAL ST San Diego, California",32.7052902,-117.1457684,92113,92113
29368,E23010031451,2023-01-23 07:44:20,2,8900,,VILLA LA JOLLA,DR,,,,415,O,124,2,8900,"8900 VILLA LA JOLLA DR San Diego, California",32.8703033,-117.2339394,92037,92037
29369,E23010031452,2023-01-23 07:44:31,2,14500,,CARMEL MOUNTAIN,,,,,T,K,-1,2,14500,"14500 CARMEL MOUNTAIN San Diego, California",32.9805356,-117.0735241,92128,92128
29370,E23010031453,2023-01-23 07:44:49,2,4500,,HUGGINS,ST,,,,459A,K,115,2,4500,"4500 HUGGINS ST San Diego, California",32.8608385,-117.1962501,2608,92122
29371,E23010031454,2023-01-23 07:49:08,2,1000,S,16TH,ST,,,,SELENF,K,511,3,1000,"1000 S 16TH ST San Diego, California",32.7041376,-117.1500839,92113,92113
29372,E23010031455,2023-01-23 07:49:38,2,3200,,WING,ST,,,,459A,K,611,3,3200,"3200 WING ST San Diego, California",32.748695,-117.213577,4624,92110
29373,E23010031456,2023-01-23 07:50:50,2,8200,,EL PASEO GRANDE,,,,,SLEEPER,K,124,3,8200,"8200 EL PASEO GRANDE San Diego, California",32.8550867,-117.2557491,3136,92037
29374,E23010031457,2023-01-23 07:51:08,2,0,,FELSPAR,ST,,OLNEY,,586,K,122,2,,"FELSPAR ST San Diego, California",32.8007287,-117.2411596,92109,92109
29375,E23010031458,2023-01-23 07:52:20,2,3800,,GREENWOOD,ST,,,,1186,K,611,3,3800,"3800 GREENWOOD ST San Diego, California",32.7548251,-117.206021,4412,92110
29376,E23010031460,2023-01-23 07:54:39,2,0,,SARATOGA,AVE,,ABBOTT,,FD,CAN,614,2,,"SARATOGA AVE San Diego, California",32.7460084,-117.2454345,92107,92107
29377,E23010031461,2023-01-23 07:54:43,2,1900,,ABBOTT,ST,,,,1016,A,614,2,1900,"1900 ABBOTT ST San Diego, California",32.7478695,-117.2526974,92107,92017
29378,E23010031462,2023-01-23 07:54:46,2,900,,DENNERY,RD,,,,POP,O,725,3,900,"900 DENNERY RD San Diego, California",32.5774552,-117.035827,92154,92154
29379,E23010031463,2023-01-23 07:54:52,2,1000,,BERYL,ST,,,,586,R,122,2,1000,"1000 BERYL ST San Diego, California",32.8039018,-117.2538094,92109,92109
29380,E23010031464,2023-01-23 07:55:09,2,700,,B,ST,,,,1183,R,524,0,700,"700 B ST San Diego, California",32.7177946,-117.1583486,92101,92101
29381,E23010031465,2023-01-23 07:55:50,2,2100,,IMPERIAL,AVE,,,,586,O,512,2,2100,"2100 IMPERIAL AVE San Diego, California",32.7062866,-117.1448991,3827,92113
29382,E23010031466,2023-01-23 07:56:03,2,4100,,HOME,AVE,,,,FU,K,837,2,4100,"4100 HOME AVE San Diego, California",32.723229,-117.1076182,5204,92105
29383,E23010031467,2023-01-23 07:56:20,2,0,W,C,ST,,,,911P,CAN,524,2,,"W C ST San Diego, California",32.7167758,-117.1655792,92101,92101
29384,E23010031468,2023-01-23 07:56:51,2,1000,,SANTA CLARA,PL,,,,1016,A,121,2,1000,"1000 SANTA CLARA PL San Diego, California",32.7831201,-117.2494315,92109,92109
29385,E23010031469,2023-01-23 07:56:52,2,4700,,EAST MOUNTAIN VIEW,DR,,,,586,K,814,4,4700,"4700 EAST MOUNTAIN VIEW DR San Diego, California",32.7633217,-117.1124118,2250,92116
29386,E23010031470,2023-01-23 07:58:05,2,5000,,NIAGARA,AVE,,,,1151,K,614,2,5000,"5000 NIAGARA AVE San Diego, California",32.7465913,-117.2520645,92107,92107
29387,E23010031471,2023-01-23 07:58:50,2,400,,27TH,ST,,,,586,O,515,2,400,"400 27TH ST San Diego, California",32.7095155,-117.1359853,3102,92102
29388,E23010031472,2023-01-23 07:59:41,2,11000,,ACHILLES,WAY,,,,SELENF,R,242,3,11000,"11000 ACHILLES WAY San Diego, California",32.9205131,-117.1253554,4893,92126
29389,E23010031473,2023-01-23 08:00:19,2,0,,NIMITZ,BLV,,SUNSET CLIFFS,,HZRD,K,614,1,,"NIMITZ BLV San Diego, California",32.7392117,-117.2313678,United States,92107
