,incident_num,date_time,day_of_week,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address_dir_intersecting,address_road_intersecting,address_sfx_intersecting,call_type,disposition,beat,priority,address_number_primary_str,Address
26269,E23010028143,2023-01-20 16:34:25,6,2200,,JUAN,ST,,,,1183,O,626,0,2200,"2200 JUAN ST San Diego, California"
26270,E23010028144,2023-01-20 16:35:14,6,13800,,BOQUITA,DR,,,,MPSSTP,K,933,2,13800,"13800 BOQUITA DR San Diego, California"
26271,E23010028145,2023-01-20 16:36:08,6,4600,,BERWICK,DR,,,,415V,R,111,1,4600,"4600 BERWICK DR San Diego, California"
26272,E23010028146,2023-01-20 16:38:48,6,3500,,LEBON,DR,,,,653M,K,115,9,3500,"3500 LEBON DR San Diego, California"
26273,E23010028147,2023-01-20 16:38:48,6,2400,,FENTON,PKY,,,,211A,CAN,315,1,2400,"2400 FENTON PKY San Diego, California"
26274,E23010028148,2023-01-20 16:39:04,6,7700,,REGENTS,RD,,,,487,R,115,1,7700,"7700 REGENTS RD San Diego, California"
26275,E23010028150,2023-01-20 16:39:38,6,4100,,OHIO,ST,,,,487R,R,813,3,4100,"4100 OHIO ST San Diego, California"
26276,E23010028151,2023-01-20 16:39:43,6,3700,,10TH,AVE,,,,586H,K,627,2,3700,"3700 10TH AVE San Diego, California"
26277,E23010028152,2023-01-20 16:40:40,6,3000,,UNIVERSITY,AVE,,,,415N,K,813,3,3000,"3000 UNIVERSITY AVE San Diego, California"
26278,E23010028153,2023-01-20 16:40:46,6,5200,,GROVELAND,DR,,,,FU,R,432,2,5200,"5200 GROVELAND DR San Diego, California"
26279,E23010028154,2023-01-20 16:41:02,6,6700,,IMPERIAL,AVE,,,,T,K,452,2,6700,"6700 IMPERIAL AVE San Diego, California"
26280,E23010028155,2023-01-20 16:41:28,6,4100,,39TH,ST,,,,1151,O,838,2,4100,"4100 39TH ST San Diego, California"
26281,E23010028156,2023-01-20 16:42:03,6,5000,,NEWPORT,AVE,,,,FOOT,A,614,3,5000,"5000 NEWPORT AVE San Diego, California"
26282,E23010028157,2023-01-20 16:42:31,6,4700,,MONROE,AVE,,,,586,K,824,4,4700,"4700 MONROE AVE San Diego, California"
26283,E23010028158,2023-01-20 16:43:57,6,1300,S,28TH,ST,,,,602,K,511,2,1300,"1300 S 28TH ST San Diego, California"
26284,E23010028160,2023-01-20 16:45:21,6,5900,,STREAMVIEW,DR,,,,586,O,823,4,5900,"5900 STREAMVIEW DR San Diego, California"
26285,E23010028161,2023-01-20 16:45:23,6,5100,,RUFFIN,RD,,,,MPSSTP,O,313,2,5100,"5100 RUFFIN RD San Diego, California"
26286,E23010028162,2023-01-20 16:45:42,6,15700,,KRISTEN GLEN,,,,,459A,CAN,937,2,15700,"15700 KRISTEN GLEN San Diego, California"
26287,E23010028163,2023-01-20 16:45:46,6,4100,,39TH,ST,,,,T,O,838,2,4100,"4100 39TH ST San Diego, California"
26288,E23010028164,2023-01-20 16:47:09,6,4100,,NORTH HARBOR,DR,,,,1186,CAN,611,3,4100,"4100 NORTH HARBOR DR San Diego, California"
26289,E23010028165,2023-01-20 16:47:31,6,3700,,CAMINITO,CT,,,,487R,R,934,3,3700,"3700 CAMINITO CT San Diego, California"
26290,E23010028166,2023-01-20 16:48:09,6,0,,TORREY PINES,RD,,LA JOLLA VILLAGE,,AU23103,W,126,2,,"TORREY PINES RD San Diego, California"
26291,E23010028167,2023-01-20 16:48:32,6,5100,,SANTO,RD,,,,SCHOOL,K,312,4,5100,"5100 SANTO RD San Diego, California"
26292,E23010028168,2023-01-20 16:48:37,6,4000,,TAYLOR,ST,,,,911P,CAN,625,2,4000,"4000 TAYLOR ST San Diego, California"
26293,E23010028169,2023-01-20 16:49:00,6,3100,,COWLEY,WAY,,,,MP,K,116,2,3100,"3100 COWLEY WAY San Diego, California"
26294,E23010028170,2023-01-20 16:49:43,6,1900,,QUIVIRA,WAY,,,,SELENF,K,123,3,1900,"1900 QUIVIRA WAY San Diego, California"
26295,E23010028171,2023-01-20 16:50:05,6,6500,,WUNDERLIN,AVE,,,,CW,K,433,1,6500,"6500 WUNDERLIN AVE San Diego, California"
26296,E23010028172,2023-01-20 16:51:11,6,500,,SATURN,BLV,,,,488R,O,721,9,500,"500 SATURN BLV San Diego, California"
26297,E23010028173,2023-01-20 16:52:03,6,0,,322U2,,,,,1021,CAN,-1,3,,"322U2 San Diego, California"
26298,E23010028175,2023-01-20 16:54:07,6,4200,,TAYLOR,ST,,,,MPSSTP,K,625,2,4200,"4200 TAYLOR ST San Diego, California"
26299,E23010028176,2023-01-20 16:54:18,6,3300,,GAINES,ST,,,,T,K,611,2,3300,"3300 GAINES ST San Diego, California"
26300,E23010028177,2023-01-20 16:54:48,6,0,,09TH,AVE,,B,,415N,K,524,3,,"09TH AVE San Diego, California"
26301,E23010028178,2023-01-20 16:55:12,6,4200,,51ST,ST,,,,415,K,826,2,4200,"4200 51ST ST San Diego, California"
26302,E23010028179,2023-01-20 16:55:22,6,2500,,IMPERIAL,AVE,,,,1186,K,512,3,2500,"2500 IMPERIAL AVE San Diego, California"
26303,E23010028180,2023-01-20 16:56:38,6,5300,,MISSION CENTER,RD,,,,11-8,K,315,0,5300,"5300 MISSION CENTER RD San Diego, California"
26304,E23010028181,2023-01-20 16:57:06,6,15600,,SAN ANDRES,DR,,,,SELENF,O,935,3,15600,"15600 SAN ANDRES DR San Diego, California"
26305,E23010028182,2023-01-20 16:58:05,6,1200,,IMPERIAL,AVE,,,,911P,CAN,541,2,1200,"1200 IMPERIAL AVE San Diego, California"
26306,E23010028183,2023-01-20 16:58:56,6,4400,,LAMONT,ST,,,,T,O,122,2,4400,"4400 LAMONT ST San Diego, California"
26307,E23010028184,2023-01-20 17:00:28,6,18900,,CAMINITO CANTILENA,,,,,MP,R,234,2,18900,"18900 CAMINITO CANTILENA San Diego, California"
26308,E23010028185,2023-01-20 17:02:52,6,0,,JACKSON,DR,,WINDING CREEK,,415PP,K,325,2,,"JACKSON DR San Diego, California"
26309,E23010028187,2023-01-20 17:06:18,6,1400,,IMPERIAL,AVE,,,,5150,K,521,2,1400,"1400 IMPERIAL AVE San Diego, California"
26310,E23010028188,2023-01-20 17:06:22,6,0,,ROSECRANS,ST,,ROOSEVELT,,AU23103,K,612,2,,"ROSECRANS ST San Diego, California"
26311,E23010028189,2023-01-20 17:06:49,6,0,,MISSION CENTER,RD,,CAMINO DE LA REINA,,23103,K,315,2,,"MISSION CENTER RD San Diego, California"
26312,E23010028190,2023-01-20 17:07:08,6,400,,HOTEL CIRCLE SOUTH,,,,,10851,A,623,1,400,"400 HOTEL CIRCLE SOUTH San Diego, California"
26313,E23010028191,2023-01-20 17:07:12,6,700,,GRAND,AVE,,,,415,A,122,2,700,"700 GRAND AVE San Diego, California"
26314,E23010028192,2023-01-20 17:07:42,6,1000,,15TH (SB),ST,,,,CC,R,721,3,1000,"1000 15TH (SB) ST San Diego, California"
26315,E23010028193,2023-01-20 17:08:44,6,0,,FELSPAR,ST,,MISSION,,T,O,122,2,,"FELSPAR ST San Diego, California"
26316,E23010028194,2023-01-20 17:09:03,6,9000,,CAPCANO,RD,,,,488R,R,242,9,9000,"9000 CAPCANO RD San Diego, California"
26317,E23010028195,2023-01-20 17:11:11,6,4000,,43RD,ST,,,,LOST,K,832,4,4000,"4000 43RD ST San Diego, California"
26318,E23010028196,2023-01-20 17:11:13,6,13500,,JADESTONE,WAY,,,,459A,CAN,934,2,13500,"13500 JADESTONE WAY San Diego, California"
26319,E23010028197,2023-01-20 17:11:45,6,7500,,LINDA VISTA,RD,,,,T,O,621,2,7500,"7500 LINDA VISTA RD San Diego, California"
26320,E23010028198,2023-01-20 17:13:29,6,2100,,NATIONAL,AVE,,,,602,K,511,2,2100,"2100 NATIONAL AVE San Diego, California"
26321,E23010028199,2023-01-20 17:14:49,6,0,,48TH,ST,,MONROE,,FD,K,824,2,,"48TH ST San Diego, California"
26322,E23010028200,2023-01-20 17:17:17,6,3300,,MURPHY CANYON,RD,,,,415,K,311,2,3300,"3300 MURPHY CANYON RD San Diego, California"
26323,E23010028201,2023-01-20 17:17:18,6,1600,,CAMINO DEL RIO NORTH,,,,,422,K,315,2,1600,"1600 CAMINO DEL RIO NORTH San Diego, California"
26324,E23010028202,2023-01-20 17:17:40,6,0,,LINCOLN,AVE,,30TH,,1016,A,813,2,,"LINCOLN AVE San Diego, California"
26325,E23010028203,2023-01-20 17:17:45,6,0,,GRAND,AVE,,KENDALL,,1183,K,122,0,,"GRAND AVE San Diego, California"
26326,E23010028204,2023-01-20 17:18:57,6,0,,BISBY LAKE,AVE,,NAVAJO,,T,O,324,2,,"BISBY LAKE AVE San Diego, California"
26327,E23010028205,2023-01-20 17:19:19,6,2900,,LANING,RD,,,,MPSSTP,K,611,2,2900,"2900 LANING RD San Diego, California"
26328,E23010028206,2023-01-20 17:19:39,6,0,,20TH,ST,,J,,FU,O,514,2,,"20TH ST San Diego, California"
26329,E23010028207,2023-01-20 17:20:01,6,2800,,MIDWAY,DR,,,,602,K,611,2,2800,"2800 MIDWAY DR San Diego, California"
26330,E23010028208,2023-01-20 17:20:14,6,6300,,CARTHAGE,ST,,,,PAPER,O,322,3,6300,"6300 CARTHAGE ST San Diego, California"
26331,E23010028209,2023-01-20 17:23:30,6,4300,,LA JOLLA VILLAGE,DR,,,,1016,A,115,2,4300,"4300 LA JOLLA VILLAGE DR San Diego, California"
26332,E23010028210,2023-01-20 17:24:12,6,5100,,RINCON,ST,,,,5150,K,327,2,5100,"5100 RINCON ST San Diego, California"
26333,E23010028211,2023-01-20 17:26:15,6,5800,,MOUNT ALIFAN,DR,,,,CW,K,111,1,5800,"5800 MOUNT ALIFAN DR San Diego, California"
26334,E23010028212,2023-01-20 17:28:07,6,0,,MATURIN,DR,,BERNARDO CENTER,,20002,X,234,1,,"MATURIN DR San Diego, California"
26335,E23010028213,2023-01-20 17:29:02,6,16800,,WEST BERNARDO,DR,,,,911,CAN,234,1,16800,"16800 WEST BERNARDO DR San Diego, California"
26336,E23010028214,2023-01-20 17:29:12,6,7600,,EADS,AVE,,,,415V,K,124,1,7600,"7600 EADS AVE San Diego, California"
26337,E23010028215,2023-01-20 17:31:14,6,600,,PROSPECT,ST,,,,415,K,124,2,600,"600 PROSPECT ST San Diego, California"
26338,E23010028216,2023-01-20 17:32:06,6,0,,MENDONCA,DR,,MANITOWOC,,AU1,W,611,1,,"MENDONCA DR San Diego, California"
26339,E23010028217,2023-01-20 17:32:10,6,1100,,47TH,ST,,,,T,O,445,2,1100,"1100 47TH ST San Diego, California"
26340,E23010028218,2023-01-20 17:32:41,6,16800,,WEST BERNARDO,DR,,,,911,CAN,234,1,16800,"16800 WEST BERNARDO DR San Diego, California"
26341,E23010028219,2023-01-20 17:32:50,6,0,,PARK,BLV,,UNIVERSITY,,CW,K,627,1,,"PARK BLV San Diego, California"
26342,E23010028220,2023-01-20 17:34:48,6,9400,,RUFFIN,CT,,,,RJ,W,313,2,9400,"9400 RUFFIN CT San Diego, California"
26343,E23010028221,2023-01-20 17:35:21,6,3500,,POLK,AVE,,,,CW,K,838,1,3500,"3500 POLK AVE San Diego, California"
26344,E23010028222,2023-01-20 17:35:39,6,100,,AVERIL,RD,,,,5150V,A,712,1,100,"100 AVERIL RD San Diego, California"
26345,E23010028223,2023-01-20 17:36:35,6,0,,SUNSET CLIFFS,BLV,,OSPREY,,1183,R,618,0,,"SUNSET CLIFFS BLV San Diego, California"
26346,E23010028224,2023-01-20 17:37:47,6,4100,,SWIFT,AVE,,,,1186,K,838,3,4100,"4100 SWIFT AVE San Diego, California"
26347,E23010028225,2023-01-20 17:39:46,6,3100,,CALLE ABAJO,,,,,415,K,438,2,3100,"3100 CALLE ABAJO San Diego, California"
26348,E23010028226,2023-01-20 17:39:52,6,11400,,CARMEL MOUNTAIN,RD,,,,487R,R,232,3,11400,"11400 CARMEL MOUNTAIN RD San Diego, California"
26349,E23010028227,2023-01-20 17:40:56,6,100,,CALLE PRIMERA,,,,,415,K,712,2,100,"100 CALLE PRIMERA San Diego, California"
26350,E23010028228,2023-01-20 17:41:02,6,400,,SAMPSON,ST,,,,T,K,512,2,400,"400 SAMPSON ST San Diego, California"
26351,E23010028229,2023-01-20 17:42:03,6,3900,,JEWELL,ST,,,,AU2,W,122,2,3900,"3900 JEWELL ST San Diego, California"
26352,E23010028230,2023-01-20 17:44:56,6,10900,,ROSELLE,ST,,,,1180,R,932,0,10900,"10900 ROSELLE ST San Diego, California"
26353,E23010028231,2023-01-20 17:45:01,6,800,,07TH,AVE,,,,1016,A,524,2,800,"800 07TH AVE San Diego, California"
26354,E23010028232,2023-01-20 17:45:38,6,7900,,NEW SALEM,ST,,,,HZRD,K,242,1,7900,"7900 NEW SALEM ST San Diego, California"
26355,E23010028235,2023-01-20 17:47:43,6,0,,PARK,BLV,,UNIVERSITY,,INFO,W,627,2,,"PARK BLV San Diego, California"
26356,E23010028236,2023-01-20 17:47:51,6,4700,,MONONGAHELA,ST,,,,415,W,113,2,4700,"4700 MONONGAHELA ST San Diego, California"
26357,E23010028237,2023-01-20 17:48:03,6,4600,,TWAIN,AVE,,,,5150,K,321,2,4600,"4600 TWAIN AVE San Diego, California"
26358,E23010028238,2023-01-20 17:49:02,6,1100,,BEYER,WAY,,,,POP,K,723,3,1100,"1100 BEYER WAY San Diego, California"
26359,E23010028239,2023-01-20 17:51:00,6,5500,,MIRA FLORES,DR,,,,FU,K,432,2,5500,"5500 MIRA FLORES DR San Diego, California"
26360,E23010028240,2023-01-20 17:51:45,6,1400,,JANSEN,CT,,,,459A,CAN,437,2,1400,"1400 JANSEN CT San Diego, California"
26361,E23010028241,2023-01-20 17:52:32,6,3500,,SPORTS ARENA,BLV,,,,415PP,K,611,2,3500,"3500 SPORTS ARENA BLV San Diego, California"
26362,E23010028242,2023-01-20 17:52:33,6,300,S,30TH,ST,,,,T,K,512,2,300,"300 S 30TH ST San Diego, California"
26363,E23010028243,2023-01-20 17:52:47,6,7800,,OTHELLO,AVE,,,,MPSSTP,O,313,2,7800,"7800 OTHELLO AVE San Diego, California"
26364,E23010028244,2023-01-20 17:53:04,6,8300,,MIRA MESA,BLV,,,,459A,CAN,242,3,8300,"8300 MIRA MESA BLV San Diego, California"
26365,E23010028245,2023-01-20 17:53:14,6,3300,,ADMIRAL BOLAND,WAY,,,,10851R,W,611,2,3300,"3300 ADMIRAL BOLAND WAY San Diego, California"
26366,E23010028246,2023-01-20 17:53:15,6,0,,47TH,ST,,IMPERIAL,,20002R,K,446,2,,"47TH ST San Diego, California"
26367,E23010028247,2023-01-20 17:53:25,6,0,,LA JOLLA VILLAGE,DR,,INTERSTATE 5 SB,,1183,K,126,0,,"LA JOLLA VILLAGE DR San Diego, California"
26368,E23010028248,2023-01-20 17:53:26,6,5200,,GAINES,ST,,,,1186,K,622,3,5200,"5200 GAINES ST San Diego, California"
26369,E23010028249,2023-01-20 17:57:57,6,0,,CONVOY,ST,,BALBOA,,AU2,W,313,2,,"CONVOY ST San Diego, California"
26370,E23010028250,2023-01-20 17:58:24,6,7500,,MISSION GORGE,RD,,,,T,O,325,2,7500,"7500 MISSION GORGE RD San Diego, California"
26371,E23010028252,2023-01-20 17:58:58,6,0,,CLAIREMONT MESA,BLV,,SANTO,,1183,K,312,0,,"CLAIREMONT MESA BLV San Diego, California"
26372,E23010028253,2023-01-20 17:59:36,6,3400,,CAMINO DEL RIO NORTH,,,,,10851R,R,315,2,3400,"3400 CAMINO DEL RIO NORTH San Diego, California"
26373,E23010028254,2023-01-20 18:01:48,6,0,SB,805,,,SAN YSIDRO,,T,K,712,2,,"SB 805 San Diego, California"
26374,E23010028255,2023-01-20 18:01:53,6,0,,CAMINO DE LA REINA,,,AVENIDA DEL RIO,,1151,K,623,2,,"CAMINO DE LA REINA San Diego, California"
26375,E23010028256,2023-01-20 18:01:58,6,800,W,SAN YSIDRO,BLV,,,,5150V,A,712,1,800,"800 W SAN YSIDRO BLV San Diego, California"
26376,E23010028257,2023-01-20 18:02:14,6,2200,,CATALINA,BLV,,,,T,O,613,2,2200,"2200 CATALINA BLV San Diego, California"
26377,E23010028258,2023-01-20 18:02:44,6,0,,14TH,ST,,K,,FD,K,521,2,,"14TH ST San Diego, California"
26378,E23010028260,2023-01-20 18:03:56,6,3500,,SPORTS ARENA,BLV,,,,1186,K,611,3,3500,"3500 SPORTS ARENA BLV San Diego, California"
26379,E23010028261,2023-01-20 18:04:18,6,4300,,ALABAMA,ST,,,,415,K,624,2,4300,"4300 ALABAMA ST San Diego, California"
26380,E23010028262,2023-01-20 18:05:20,6,3400,,ATLAS,ST,,,,CCCC,W,111,4,3400,"3400 ATLAS ST San Diego, California"
26381,E23010028263,2023-01-20 18:07:53,6,7200,,SKYLINE,DR,,,,1186,K,437,3,7200,"7200 SKYLINE DR San Diego, California"
26382,E23010028264,2023-01-20 18:07:53,6,5200,,NARANJA,ST,,,,10852,CAN,432,1,5200,"5200 NARANJA ST San Diego, California"
26383,E23010028265,2023-01-20 18:09:01,6,1600,,CAMINO DEL RIO NORTH,,,,,211,R,315,1,1600,"1600 CAMINO DEL RIO NORTH San Diego, California"
26384,E23010028266,2023-01-20 18:10:28,6,0,,MURPHY CANYON,RD,,BALBOA,,1182,K,313,2,,"MURPHY CANYON RD San Diego, California"
26385,E23010028267,2023-01-20 18:10:58,6,0,,BALBOA,AVE,,MURPHY CANYON,,1183,DUP,313,0,,"BALBOA AVE San Diego, California"
26386,E23010028268,2023-01-20 18:11:14,6,7800,,OTHELLO,AVE,,,,MPSSTP,O,313,2,7800,"7800 OTHELLO AVE San Diego, California"
26387,E23010028269,2023-01-20 18:12:54,6,3100,,SPORTS ARENA,BLV,,,,MPSSTP,K,611,2,3100,"3100 SPORTS ARENA BLV San Diego, California"
26388,E23010028270,2023-01-20 18:13:06,6,5300,,VICKIE,DR,,,,10851E,R,122,3,5300,"5300 VICKIE DR San Diego, California"
26389,E23010028271,2023-01-20 18:13:12,6,2300,,MODESTO,ST,,,,586,K,835,4,2300,"2300 MODESTO ST San Diego, California"
26390,E23010028272,2023-01-20 18:13:59,6,2400,,MORNINGSIDE,ST,,,,415V,K,438,1,2400,"2400 MORNINGSIDE ST San Diego, California"
26391,E23010028273,2023-01-20 18:14:58,6,0,S,29TH,ST,,NATIONAL,,1149,A,512,2,,"S 29TH ST San Diego, California"
26392,E23010028274,2023-01-20 18:15:03,6,1100,,HOLLISTER,ST,,,,530,K,722,9,1100,"1100 HOLLISTER ST San Diego, California"
26393,E23010028275,2023-01-20 18:17:01,6,5200,,GAINES,ST,,,,1016,K,622,2,5200,"5200 GAINES ST San Diego, California"
26394,E23010028276,2023-01-20 18:17:53,6,5200,,GAINES,ST,,,,242R,DUP,622,3,5200,"5200 GAINES ST San Diego, California"
26395,E23010028277,2023-01-20 18:18:14,6,4900,,MOUNT FRISSELL,DR,,,,INFO,W,112,2,4900,"4900 MOUNT FRISSELL DR San Diego, California"
26396,E23010028278,2023-01-20 18:19:04,6,3600,,SPORTS ARENA,BLV,,,,459A,CAN,611,3,3600,"3600 SPORTS ARENA BLV San Diego, California"
26397,E23010028279,2023-01-20 18:19:22,6,1700,,GUIZOT,ST,,,,11-6,K,613,1,1700,"1700 GUIZOT ST San Diego, California"
26398,E23010028280,2023-01-20 18:19:25,6,3800,,CAMINITO AGUILAR,,,,,417,A,111,0,3800,"3800 CAMINITO AGUILAR San Diego, California"
26399,E23010028281,2023-01-20 18:19:56,6,4400,,44TH,ST,,,,1183,O,824,0,4400,"4400 44TH ST San Diego, California"
26400,E23010028282,2023-01-20 18:20:30,6,2500,,DEAUVILLE,ST,,,,10851,R,438,1,2500,"2500 DEAUVILLE ST San Diego, California"
26401,E23010028283,2023-01-20 18:21:55,6,100,,G,ST,,,,488R,R,522,9,100,"100 G ST San Diego, California"
26402,E23010028284,2023-01-20 18:22:15,6,2600,,EAST MISSION BAY,DR,,,,10852R,O,123,9,2600,"2600 EAST MISSION BAY DR San Diego, California"
26403,E23010028285,2023-01-20 18:24:25,6,0,,POLK,AVE,,NORMAL,,1183,R,624,0,,"POLK AVE San Diego, California"
26404,E23010028286,2023-01-20 18:24:43,6,7100,,PRINCESS VIEW,DR,,,,T,K,322,2,7100,"7100 PRINCESS VIEW DR San Diego, California"
26405,E23010028287,2023-01-20 18:25:33,6,3700,,ROSECRANS,ST,,,,MPSSTP,K,611,2,3700,"3700 ROSECRANS ST San Diego, California"
26406,E23010028288,2023-01-20 18:25:57,6,6000,,FEDERAL,BLV,,,,594,K,433,1,6000,"6000 FEDERAL BLV San Diego, California"
26407,E23010028289,2023-01-20 18:26:30,6,1200,,03RD,AVE,,,,DRUN,O,524,3,1200,"1200 03RD AVE San Diego, California"
26408,E23010028290,2023-01-20 18:26:35,6,10500,,DERELLA,WY,,,,459A,K,242,2,10500,"10500 DERELLA WY San Diego, California"
26409,E23010028291,2023-01-20 18:27:21,6,0,,47TH,ST,,FEDERAL,,1188,K,447,2,,"47TH ST San Diego, California"
26410,E23010028292,2023-01-20 18:27:52,6,0,,COMMERCIAL,ST,,20TH,,415V,K,512,1,,"COMMERCIAL ST San Diego, California"
26411,E23010028293,2023-01-20 18:28:00,6,5400,,UNIVERSITY,AVE,,,,1183,K,822,0,5400,"5400 UNIVERSITY AVE San Diego, California"
26412,E23010028294,2023-01-20 18:28:08,6,13100,,SIERRA MESA,CT,,,,586,CAN,936,4,13100,"13100 SIERRA MESA CT San Diego, California"
26413,E23010028295,2023-01-20 18:29:31,6,2800,,ALTA VIEW,DR,,,,CW,K,437,1,2800,"2800 ALTA VIEW DR San Diego, California"
26414,E23010028296,2023-01-20 18:30:51,6,1800,,05TH,AVE,,,,211,A,529,0,1800,"1800 05TH AVE San Diego, California"
26415,E23010028297,2023-01-20 18:31:09,6,4300,,WINONA,AVE,,,,1146,R,826,0,4300,"4300 WINONA AVE San Diego, California"
26416,E23010028298,2023-01-20 18:32:38,6,5800,,MONTEZUMA,RD,,,,602,K,326,2,5800,"5800 MONTEZUMA RD San Diego, California"
26417,E23010028299,2023-01-20 18:33:02,6,0,,HOME,AVE,,FAIRMOUNT,,20002,R,836,1,,"HOME AVE San Diego, California"
26418,E23010028300,2023-01-20 18:33:25,6,6500,,KELLY,ST,,,,415V,O,621,1,6500,"6500 KELLY ST San Diego, California"
26419,E23010028301,2023-01-20 18:34:40,6,3300,,DEL SOL,BLV,,,,415PP,K,723,2,3300,"3300 DEL SOL BLV San Diego, California"
26420,E23010028302,2023-01-20 18:34:55,6,600,,LAW,ST,,,,1153,K,122,2,600,"600 LAW ST San Diego, California"
26421,E23010028303,2023-01-20 18:35:27,6,0,,RUEDA,DR,,CLAIREMONT MESA,,10851E,K,312,3,,"RUEDA DR San Diego, California"
26422,E23010028304,2023-01-20 18:35:33,6,4600,,CAMINO DE LA PLAZA,,,,,1183,R,714,0,4600,"4600 CAMINO DE LA PLAZA San Diego, California"
26423,E23010028305,2023-01-20 18:37:29,6,1000,E,MISSION,RD,,,,AU215,W,-1,1,1000,"1000 E MISSION RD San Diego, California"
26424,E23010028306,2023-01-20 18:38:49,6,3600,,SPORTS ARENA,BLV,,,,459A,K,611,3,3600,"3600 SPORTS ARENA BLV San Diego, California"
26425,E23010028307,2023-01-20 18:39:15,6,400,,19TH,ST,,,,INFO,W,514,2,400,"400 19TH ST San Diego, California"
26426,E23010028308,2023-01-20 18:39:19,6,7900,,MISSION CENTER,CT,,,,PLATE,R,315,2,7900,"7900 MISSION CENTER CT San Diego, California"
26427,E23010028309,2023-01-20 18:40:40,6,0,,I-805 SB OFF RAMP,,,43RD,,10851,A,441,0,,"I-805 SB OFF RAMP San Diego, California"
26428,E23010028310,2023-01-20 18:40:52,6,0,,EL CAMINO REAL,,,VIA DE LA VALLE,,AU23103,W,935,2,,"EL CAMINO REAL San Diego, California"
26429,E23010028311,2023-01-20 18:41:27,6,8800,,FRIARS,RD,,,,MPSSTP,K,315,2,8800,"8800 FRIARS RD San Diego, California"
26430,E23010028312,2023-01-20 18:43:54,6,1000,,33RD,ST,,,,415,K,517,2,1000,"1000 33RD ST San Diego, California"
26431,E23010028313,2023-01-20 18:44:05,6,4300,,TAYLOR,ST,,,,MPSSTP,K,623,2,4300,"4300 TAYLOR ST San Diego, California"
26432,E23010028314,2023-01-20 18:44:12,6,7300,,ADONIS,CT,,,,1171,K,325,1,7300,"7300 ADONIS CT San Diego, California"
26433,E23010028315,2023-01-20 18:44:28,6,2900,,ZOO,DR,,,,1110M,CAN,531,2,2900,"2900 ZOO DR San Diego, California"
26434,E23010028316,2023-01-20 18:44:51,6,0,,CONVOY,ST,,CLAIREMONT MESA,,1181,R,313,0,,"CONVOY ST San Diego, California"
26435,E23010028317,2023-01-20 18:47:08,6,3200,,ALCOTT,ST,,,,10852R,K,612,9,3200,"3200 ALCOTT ST San Diego, California"
26436,E23010028318,2023-01-20 18:47:34,6,0,,SHELTER ISLAND,DR,,ANCHORAGE LN,,AU23152,W,616,2,,"SHELTER ISLAND DR San Diego, California"
26437,E23010028319,2023-01-20 18:47:35,6,1600,,01ST,AVE,,,,FOUND,K,526,4,1600,"1600 01ST AVE San Diego, California"
26438,E23010028320,2023-01-20 18:49:36,6,3900,,MOUNT ACADIA,BLV,,,,602,K,112,2,3900,"3900 MOUNT ACADIA BLV San Diego, California"
26439,E23010028321,2023-01-20 18:49:47,6,7200,,PRINCESS VIEW,DR,,,,T,O,322,2,7200,"7200 PRINCESS VIEW DR San Diego, California"
26440,E23010028322,2023-01-20 18:51:01,6,7600,,MISSION GORGE,RD,,,,T,O,322,2,7600,"7600 MISSION GORGE RD San Diego, California"
26441,E23010028323,2023-01-20 18:52:46,6,1000,,24TH,ST,,,,AU1,W,517,1,1000,"1000 24TH ST San Diego, California"
26442,E23010028324,2023-01-20 18:52:46,6,4400,,EL CAJON,BLV,,,,20002,R,824,1,4400,"4400 EL CAJON BLV San Diego, California"
26443,E23010028325,2023-01-20 18:53:38,6,0,,31ST,ST,,COMMERCIAL,,T,K,512,2,,"31ST ST San Diego, California"
26444,E23010028326,2023-01-20 18:54:26,6,3800,,MOUNT ARIANE,DR,,,,5150,K,112,2,3800,"3800 MOUNT ARIANE DR San Diego, California"
26445,E23010028327,2023-01-20 18:59:13,6,0,,POLK,AVE,,48TH,,TAGGER,K,826,1,,"POLK AVE San Diego, California"
26446,E23010028328,2023-01-20 19:00:33,6,7300,,CLAIREMONT MESA,BLV,,,,415PP,K,313,2,7300,"7300 CLAIREMONT MESA BLV San Diego, California"
26447,E23010028329,2023-01-20 19:00:46,6,900,,CATALINA,BLV,,,,459,K,617,1,900,"900 CATALINA BLV San Diego, California"
26448,E23010028330,2023-01-20 19:00:51,6,0,,GARNET,AVE,,CASS,,459A,K,122,2,,"GARNET AVE San Diego, California"
26449,E23010028331,2023-01-20 19:01:01,6,2700,,SAN DIEGO,AVE,,,,1140OD,K,625,0,2700,"2700 SAN DIEGO AVE San Diego, California"
26450,E23010028332,2023-01-20 19:01:20,6,4700,,CLAIREMONT,DR,,,,488R,R,114,9,4700,"4700 CLAIREMONT DR San Diego, California"
26451,E23010028333,2023-01-20 19:03:16,6,4400,,MARLBOROUGH,AVE,,,,CW,K,825,1,4400,"4400 MARLBOROUGH AVE San Diego, California"
26452,E23010028334,2023-01-20 19:04:37,6,0,,CARMEL VALLEY,RD,,PACIFIC HIGHLANDS RANCH,,HZRD,K,934,1,,"CARMEL VALLEY RD San Diego, California"
26453,E23010028335,2023-01-20 19:06:42,6,0,,JACKSON,DR,,MISSION GORGE,,1188,K,325,2,,"JACKSON DR San Diego, California"
